Player Name,Team,Conference,Position Profile,Review Date,Video Type,Video Source,Video Score,Overall Video Rating,Video Grade,Status,Recommendation,Quantitative Match,Technical Ability,Tactical Awareness,Decision Making,Physical Attributes,Work Rate,Communication,Leadership,Composure,Key Observations,Strengths Identified,Weaknesses Identified,Red Flags,Additional Notes,Created At
Suri Oakenshield,Georgia,SEC,Center Back,2026-02-08,Defensive Reel,Wyscout,6.5,6.6,C,Reviewed,Watch Next Season,Strong match,6.5,7.0,6.4,6.6,6.1,5.9,7.2,6.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Clio Inglewood,Ohio State,Big Ten,Center Back,2026-02-07,Attacking Reel,Club Provided,8.3,7.8,B,Reviewed,Sign Now,Strong match,7.2,8.6,7.8,8.2,8.1,7.7,6.7,7.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Zephyrine Kestrelin,Alabama,SEC,Attacking Midfielder,2026-02-06,Defensive Reel,Wyscout,6.2,6.1,D,Reviewed,Pass,Weak match,6.8,6.1,6.9,5.2,5.2,5.2,5.0,5.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Linnea Embervale,Auburn,SEC,Center Back,2026-02-06,Full Match,Conference Network,7.5,7.7,B,In Progress,Watch Next Season,Not assessed,7.3,8.1,6.7,8.0,7.5,7.8,7.3,7.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Saoirse Larkmore,LSU,SEC,Attacking Midfielder,2026-02-06,Possession Phases,YouTube,6.5,6.6,C,Reviewed - Pending Discussion,Pass,Not assessed,7.4,5.6,6.5,6.2,6.5,6.6,6.5,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Phaedra Hollowmere,USC,Big Ten,Centre Midfielder,2026-02-05,Skills Showcase,Hudl,5.3,5.7,D,Reviewed - Pending Discussion,Pass,Mixed signals,5.9,5.5,6.0,6.3,5.8,5.6,6.0,5.2,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Opal Saltmarsh,West Virginia,Big 12,Centre Midfielder,2026-02-05,Defensive Reel,Wyscout,7.7,8.0,B,Archived,Sign Now,Weak match,7.3,8.3,8.5,7.1,8.1,8.2,7.2,7.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Persephone Vellichor,Wisconsin,Big Ten,Attacking Midfielder,2026-02-05,Attacking Reel,YouTube,8.0,8.0,B,Reviewed,Sign Now,Mixed signals,9.1,8.4,7.9,7.0,8.3,7.0,8.3,8.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Niamh Glasswood,Virginia Tech,ACC,Centre Midfielder,2026-02-04,Attacking Reel,Coach Submitted,8.1,7.9,B,Archived,Sign Now,Mixed signals,7.2,7.6,7.8,7.8,8.7,7.7,8.3,7.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Elara Hartmere,Virginia Tech,ACC,Centre Midfielder,2026-02-03,Set Piece Compilation,Coach Submitted,7.3,7.6,B,Reviewed - Pending Discussion,Sign Now,Not assessed,8.0,7.0,7.9,6.6,7.4,8.3,8.1,8.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Linnea Cloudvane,Texas A&M,SEC,Center Back,2026-02-02,Possession Phases,Hudl,8.3,8.0,B,Reviewed,Continue Tracking,Weak match,7.4,8.3,8.1,9.2,7.3,7.7,7.1,8.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Niamh Farreach,Kentucky,SEC,Centre Midfielder,2026-02-01,Attacking Reel,Wyscout,7.2,6.7,C,Archived,Continue Tracking,Not assessed,6.4,6.6,7.1,7.3,8.3,6.6,6.5,6.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Dalia Silverlin,USC,Big Ten,Centre Midfielder,2026-01-31,Possession Phases,Club Provided,7.7,7.7,B,Reviewed,Sign Now,Mixed signals,8.5,7.2,8.6,7.2,8.4,7.7,7.6,8.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Fern Oakenshield,South Carolina,SEC,Attacking Midfielder,2026-01-30,Defensive Reel,Conference Network,7.3,7.2,C,Reviewed,Continue Tracking,Mixed signals,7.4,7.2,7.9,6.5,7.3,6.2,7.0,7.4,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Sable Sterlin,Kansas,Big 12,Center Back,2026-01-30,Set Piece Compilation,Conference Network,6.3,6.3,D,In Progress,Pass,Strong match,5.2,6.7,5.6,5.9,5.3,6.1,6.6,7.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Maeve Stormhaven,Indiana,Big Ten,Center Back,2026-01-30,Possession Phases,Hudl,6.8,6.8,C,In Progress,Sign Now,Not assessed,6.2,7.6,6.5,8.0,6.9,7.2,6.2,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Vesper Ashbourne-West,Kansas,Big 12,Attacking Midfielder,2026-01-29,Full Match,Coach Submitted,5.8,5.9,D,Reviewed - Pending Discussion,Continue Tracking,Weak match,7.0,6.5,5.8,5.0,5.4,5.5,6.2,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Tabitha Wrenfield,Northwestern,Big Ten,Centre Midfielder,2026-01-29,Attacking Reel,Conference Network,7.5,7.5,B,Reviewed,Continue Tracking,Weak match,7.5,7.0,8.4,8.3,7.8,7.4,7.0,7.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Seraphina Wrenfield,Texas A&M,SEC,Attacking Midfielder,2026-01-27,Attacking Reel,Hudl,7.8,7.6,B,Reviewed,Continue Tracking,Weak match,9.0,6.4,8.5,6.4,7.3,6.8,6.7,8.3,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Beatrix Kestrelin,TCU,Big 12,Attacking Midfielder,2026-01-26,Full Match,Hudl,6.9,7.3,C,Reviewed - Pending Discussion,Continue Tracking,Not assessed,8.3,7.4,7.5,6.6,7.7,8.0,7.1,7.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Anouk Tideland,Iowa State,Big 12,Winger,2026-01-26,Full Match,Coach Submitted,8.2,8.0,B,Reviewed,Sign Now,Weak match,8.5,8.3,7.4,8.9,7.5,8.1,7.7,7.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Rhea Brindlewood,Alabama,SEC,Attacking Midfielder,2026-01-25,Defensive Reel,Wyscout,6.2,6.4,D,In Progress,Watch Next Season,Strong match,6.3,5.8,6.2,6.3,6.6,6.2,5.5,6.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Maeve Halewood,Michigan,Big Ten,Attacking Midfielder,2026-01-23,Full Match,Hudl,6.1,6.1,D,Reviewed - Pending Discussion,Pass,Not assessed,6.6,6.4,7.0,5.8,6.8,5.5,6.6,6.4,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Ember Quillane,Michigan,Big Ten,Centre Midfielder,2026-01-22,Possession Phases,Club Provided,6.4,6.8,C,Archived,Continue Tracking,Mixed signals,6.3,7.1,7.6,6.5,6.8,7.3,5.9,7.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Senna Kestrelin,USC,Big Ten,Center Back,2026-01-21,Attacking Reel,Coach Submitted,8.2,7.9,B,In Progress,Watch Next Season,Mixed signals,8.1,8.4,7.7,8.5,8.0,7.4,7.6,9.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Phaedra Hollowmere,USC,Big Ten,Centre Midfielder,2026-01-20,Defensive Reel,Coach Submitted,7.6,7.9,B,Archived,Pass,Mixed signals,7.6,7.9,8.1,7.6,7.4,8.5,6.9,6.9,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,Tracking minor knee discomfort - monitor in next clip set.,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Dalia Willowbrook,Clemson,ACC,Center Back,2026-01-19,Full Match,Coach Submitted,7.4,7.6,B,Archived,Sign Now,Mixed signals,7.7,8.4,6.8,7.8,7.6,7.5,8.1,7.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Romy Aldercroft,Texas Tech,Big 12,Centre Midfielder,2026-01-19,Full Match,Wyscout,7.6,7.8,B,In Progress,Sign Now,Mixed signals,7.0,7.5,8.5,7.0,8.2,7.9,6.6,8.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Kestrel Tideland,Kansas,Big 12,Center Back,2026-01-19,Full Match,Conference Network,8.4,8.1,B,In Progress,Sign Now,Strong match,8.3,9.7,7.3,7.8,8.0,7.3,7.4,8.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Fern Sterlin,TCU,Big 12,Attacking Midfielder,2026-01-19,Full Match,Hudl,6.8,7.1,C,Archived,Pass,Strong match,7.9,7.6,8.0,6.4,7.2,7.4,7.0,6.9,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Ember Westcombe,Baylor,Big 12,Centre Midfielder,2026-01-18,Set Piece Compilation,Conference Network,6.8,6.7,C,Reviewed - Pending Discussion,Continue Tracking,Strong match,6.1,6.8,7.6,6.2,6.7,7.1,6.0,5.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Idalia Lindenmark,Auburn,SEC,Centre Midfielder,2026-01-16,Attacking Reel,YouTube,7.7,7.4,C,In Progress,Continue Tracking,Not assessed,6.7,7.5,7.9,6.8,8.6,7.4,6.6,7.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Indigo Juniperwen,Michigan,Big Ten,Winger,2026-01-16,Defensive Reel,Hudl,7.2,7.6,B,Reviewed,Watch Next Season,Not assessed,8.0,7.2,7.2,7.9,8.4,8.1,7.3,8.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Saffron Vossen,Virginia,ACC,Center Back,2026-01-15,Attacking Reel,Club Provided,7.3,7.3,C,In Progress,Sign Now,Strong match,6.5,8.6,7.0,7.2,6.3,7.4,7.5,7.6,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Rune Mistralin,Indiana,Big Ten,Centre Midfielder,2026-01-15,Attacking Reel,Club Provided,6.3,5.9,D,In Progress,Pass,Mixed signals,6.2,6.3,6.4,5.9,6.2,7.0,6.2,5.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Linnea Sablecourt,UCLA,Big Ten,Center Back,2026-01-15,Highlights,YouTube,7.3,7.1,C,In Progress,Continue Tracking,Mixed signals,6.3,8.0,5.9,7.3,6.2,7.2,6.0,8.0,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Onyx Daleforth,Clemson,ACC,Centre Midfielder,2026-01-15,Attacking Reel,Wyscout,6.7,7.0,C,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,7.3,6.5,8.2,6.7,7.4,7.6,6.9,6.6,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Clio Beechmoor,Virginia,ACC,Attacking Midfielder,2026-01-14,Attacking Reel,Club Provided,6.6,6.1,D,In Progress,Pass,Weak match,7.4,5.9,6.4,5.2,5.9,6.2,5.4,6.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Opal Oakenshield,Ohio State,Big Ten,Attacking Midfielder,2026-01-13,Skills Showcase,Club Provided,6.5,6.4,D,Archived,Sign Now,Weak match,7.8,6.4,6.9,4.8,5.9,6.2,5.6,5.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Marlowe Westcombe,Tennessee,SEC,Attacking Midfielder,2026-01-13,Skills Showcase,Wyscout,6.5,6.0,D,Archived,Pass,Mixed signals,7.2,5.8,6.2,5.4,6.1,5.9,6.5,5.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sable Oakenshield,Clemson,ACC,Center Back,2026-01-12,Set Piece Compilation,Club Provided,7.4,7.3,C,Archived,Watch Next Season,Strong match,7.1,7.4,7.8,7.6,7.3,7.0,6.7,8.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sorrel Northwynd,North Carolina,ACC,Attacking Midfielder,2026-01-12,Highlights,YouTube,7.0,7.4,C,Reviewed - Pending Discussion,Watch Next Season,Not assessed,7.9,8.0,7.9,7.6,7.0,7.0,7.5,8.3,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Esme Pennygrove,Notre Dame,ACC,Attacking Midfielder,2026-01-12,Highlights,YouTube,7.2,6.8,C,Reviewed,Watch Next Season,Weak match,7.8,6.0,6.8,6.4,6.2,5.8,6.8,7.1,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Vesper Kestrelin,Alabama,SEC,Center Back,2026-01-11,Possession Phases,YouTube,7.4,7.7,B,Archived,Pass,Mixed signals,7.2,7.8,7.2,7.2,7.5,7.4,7.0,8.5,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Esme Coldfen,Auburn,SEC,Centre Midfielder,2026-01-10,Attacking Reel,Hudl,6.9,7.0,C,Reviewed,Continue Tracking,Not assessed,6.0,7.4,7.9,6.8,7.8,7.3,6.5,7.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Yara Larkmore,South Carolina,SEC,Centre Midfielder,2026-01-09,Skills Showcase,Wyscout,6.9,7.3,C,In Progress,Sign Now,Not assessed,6.9,7.0,8.4,7.0,8.2,7.0,7.4,8.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Indigo Saltmarsh,South Carolina,SEC,Centre Midfielder,2026-01-09,Full Match,Conference Network,6.4,5.9,D,Reviewed,Continue Tracking,Not assessed,5.6,5.2,6.2,5.8,6.1,7.0,5.9,6.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Calliope Oakenshield,Texas A&M,SEC,Attacking Midfielder,2026-01-09,Possession Phases,Coach Submitted,7.7,7.8,B,In Progress,Watch Next Season,Strong match,9.2,7.1,7.4,7.3,8.3,7.6,6.9,7.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Zephyrine Stormhaven,Virginia Tech,ACC,Winger,2026-01-06,Full Match,Club Provided,8.5,8.1,B,Reviewed - Pending Discussion,Continue Tracking,Weak match,8.3,8.2,7.5,9.2,7.5,8.3,7.5,7.6,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Niamh Northwynd,Iowa State,Big 12,Attacking Midfielder,2026-01-05,Possession Phases,Club Provided,6.2,6.1,D,In Progress,Continue Tracking,Weak match,6.8,6.0,6.1,6.2,5.9,5.5,6.6,6.8,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Clio Heatherwell,Florida State,ACC,Centre Midfielder,2026-01-03,Set Piece Compilation,Hudl,7.9,8.3,B,Reviewed - Pending Discussion,Continue Tracking,Not assessed,8.2,7.2,8.7,7.3,8.7,8.4,8.1,8.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Lark Pennygrove,Penn State,Big Ten,Center Back,2026-01-03,Defensive Reel,Coach Submitted,9.0,8.7,A,Reviewed,Continue Tracking,Mixed signals,8.4,9.6,8.3,8.6,7.8,8.1,8.3,9.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Juno Halewood,Houston,Big 12,Center Back,2026-01-02,Highlights,Coach Submitted,7.4,6.9,C,Reviewed - Pending Discussion,Pass,Mixed signals,6.5,7.6,7.2,7.7,6.0,6.7,6.1,8.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Echo Frostvale,Tennessee,SEC,Center Back,2026-01-01,Attacking Reel,Club Provided,7.2,7.6,B,Archived,Sign Now,Strong match,7.3,8.3,7.6,7.0,7.0,6.4,7.7,7.9,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Niamh Glasswood,Virginia Tech,ACC,Centre Midfielder,2026-01-01,Full Match,Wyscout,6.8,7.0,C,In Progress,Continue Tracking,Mixed signals,6.5,6.5,8.2,6.8,7.8,8.1,7.4,6.9,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Senna Hartmere,Houston,Big 12,Attacking Midfielder,2025-12-31,Set Piece Compilation,Hudl,6.8,6.8,C,Reviewed,Watch Next Season,Not assessed,7.6,6.3,7.6,5.8,6.7,6.5,7.3,7.1,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Sable Brindlewood,Texas Tech,Big 12,Attacking Midfielder,2025-12-29,Possession Phases,Coach Submitted,7.7,8.0,B,Reviewed,Continue Tracking,Mixed signals,9.6,7.6,7.7,7.8,7.4,8.3,7.1,8.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Phaedra Brackenfeld,Wisconsin,Big Ten,Centre Midfielder,2025-12-29,Possession Phases,Coach Submitted,7.6,7.2,C,Reviewed - Pending Discussion,Watch Next Season,Strong match,6.8,7.0,7.8,6.9,8.1,6.5,7.1,6.2,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Suri Stormhaven,Indiana,Big Ten,Winger,2025-12-28,Possession Phases,YouTube,6.9,6.8,C,Reviewed,Continue Tracking,Weak match,8.2,7.2,6.1,6.8,6.3,6.0,5.7,6.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Marisol Lindenmark,Maryland,Big Ten,Winger,2025-12-27,Skills Showcase,Hudl,7.9,7.9,B,Reviewed - Pending Discussion,Sign Now,Not assessed,9.3,7.0,8.1,8.6,8.4,7.5,8.0,7.6,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Sage Ravenhollow,Baylor,Big 12,Center Back,2025-12-26,Defensive Reel,YouTube,6.7,6.8,C,Archived,Continue Tracking,Strong match,6.6,6.9,6.9,7.0,6.0,6.0,7.0,7.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Niamh Heatherwell,Arkansas,SEC,Winger,2025-12-25,Possession Phases,Coach Submitted,7.2,7.4,C,In Progress,Continue Tracking,Weak match,8.4,6.7,7.2,8.3,7.1,6.5,6.5,6.4,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Caspia Larkmore,BYU,Big 12,Centre Midfielder,2025-12-25,Possession Phases,Wyscout,6.1,6.6,C,Reviewed,Sign Now,Not assessed,5.4,5.7,7.2,6.6,6.3,6.3,6.5,6.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Calliope Embervale,Penn State,Big Ten,Centre Midfielder,2025-12-25,Full Match,Hudl,6.4,6.8,C,Reviewed,Continue Tracking,Weak match,5.7,6.8,8.1,6.7,7.2,6.5,6.8,6.5,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Marlowe Mistralin,Kansas,Big 12,Attacking Midfielder,2025-12-23,Set Piece Compilation,Coach Submitted,8.4,8.3,B,Archived,Watch Next Season,Weak match,9.3,7.1,8.0,8.1,8.0,8.0,8.0,8.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Maeve Cloudvane,Florida State,ACC,Center Back,2025-12-23,Full Match,Coach Submitted,8.6,8.4,B,Reviewed,Sign Now,Weak match,8.0,8.7,7.9,8.4,8.4,7.5,7.7,8.8,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Sorrel Beechmoor,Duke,ACC,Attacking Midfielder,2025-12-22,Skills Showcase,Coach Submitted,6.2,6.2,D,Reviewed - Pending Discussion,Continue Tracking,Strong match,6.5,5.7,6.6,5.6,6.3,6.5,6.1,6.3,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
